Symptom,Prompt Template,Follow-Up Questions,LikelyDiagnosis,Urgency Level,Treatment,TreatmentQuestion
symptom_417,What details can you share about symptom_417 in a {child_age} year old {gender} child?,How long has the symptom_417 been present?; Has it worsened recently?,Diagnosis_417_A; Diagnosis_417_B,medium,"Standard care for symptom_417 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_417, likely diagnosed with Diagnosis_417_A?"
symptom_418,What details can you share about symptom_418 in a {child_age} year old {gender} child?,How long has the symptom_418 been present?; Has it worsened recently?,Diagnosis_418_A; Diagnosis_418_B,medium,"Standard care for symptom_418 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_418, likely diagnosed with Diagnosis_418_A?"
symptom_419,What details can you share about symptom_419 in a {child_age} year old {gender} child?,How long has the symptom_419 been present?; Has it worsened recently?,Diagnosis_419_A; Diagnosis_419_B,medium,"Standard care for symptom_419 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_419, likely diagnosed with Diagnosis_419_A?"
symptom_420,What details can you share about symptom_420 in a {child_age} year old {gender} child?,How long has the symptom_420 been present?; Has it worsened recently?,Diagnosis_420_A; Diagnosis_420_B,medium,"Standard care for symptom_420 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_420, likely diagnosed with Diagnosis_420_A?"
symptom_421,What details can you share about symptom_421 in a {child_age} year old {gender} child?,How long has the symptom_421 been present?; Has it worsened recently?,Diagnosis_421_A; Diagnosis_421_B,medium,"Standard care for symptom_421 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_421, likely diagnosed with Diagnosis_421_A?"
symptom_422,What details can you share about symptom_422 in a {child_age} year old {gender} child?,How long has the symptom_422 been present?; Has it worsened recently?,Diagnosis_422_A; Diagnosis_422_B,medium,"Standard care for symptom_422 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_422, likely diagnosed with Diagnosis_422_A?"
symptom_423,What details can you share about symptom_423 in a {child_age} year old {gender} child?,How long has the symptom_423 been present?; Has it worsened recently?,Diagnosis_423_A; Diagnosis_423_B,medium,"Standard care for symptom_423 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_423, likely diagnosed with Diagnosis_423_A?"
symptom_424,What details can you share about symptom_424 in a {child_age} year old {gender} child?,How long has the symptom_424 been present?; Has it worsened recently?,Diagnosis_424_A; Diagnosis_424_B,medium,"Standard care for symptom_424 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_424, likely diagnosed with Diagnosis_424_A?"
symptom_425,What details can you share about symptom_425 in a {child_age} year old {gender} child?,How long has the symptom_425 been present?; Has it worsened recently?,Diagnosis_425_A; Diagnosis_425_B,medium,"Standard care for symptom_425 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_425, likely diagnosed with Diagnosis_425_A?"
symptom_426,What details can you share about symptom_426 in a {child_age} year old {gender} child?,How long has the symptom_426 been present?; Has it worsened recently?,Diagnosis_426_A; Diagnosis_426_B,medium,"Standard care for symptom_426 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_426, likely diagnosed with Diagnosis_426_A?"
symptom_427,What details can you share about symptom_427 in a {child_age} year old {gender} child?,How long has the symptom_427 been present?; Has it worsened recently?,Diagnosis_427_A; Diagnosis_427_B,medium,"Standard care for symptom_427 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_427, likely diagnosed with Diagnosis_427_A?"
symptom_428,What details can you share about symptom_428 in a {child_age} year old {gender} child?,How long has the symptom_428 been present?; Has it worsened recently?,Diagnosis_428_A; Diagnosis_428_B,medium,"Standard care for symptom_428 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_428, likely diagnosed with Diagnosis_428_A?"
symptom_429,What details can you share about symptom_429 in a {child_age} year old {gender} child?,How long has the symptom_429 been present?; Has it worsened recently?,Diagnosis_429_A; Diagnosis_429_B,medium,"Standard care for symptom_429 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_429, likely diagnosed with Diagnosis_429_A?"
symptom_430,What details can you share about symptom_430 in a {child_age} year old {gender} child?,How long has the symptom_430 been present?; Has it worsened recently?,Diagnosis_430_A; Diagnosis_430_B,medium,"Standard care for symptom_430 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_430, likely diagnosed with Diagnosis_430_A?"
symptom_431,What details can you share about symptom_431 in a {child_age} year old {gender} child?,How long has the symptom_431 been present?; Has it worsened recently?,Diagnosis_431_A; Diagnosis_431_B,medium,"Standard care for symptom_431 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_431, likely diagnosed with Diagnosis_431_A?"
symptom_432,What details can you share about symptom_432 in a {child_age} year old {gender} child?,How long has the symptom_432 been present?; Has it worsened recently?,Diagnosis_432_A; Diagnosis_432_B,medium,"Standard care for symptom_432 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_432, likely diagnosed with Diagnosis_432_A?"
symptom_433,What details can you share about symptom_433 in a {child_age} year old {gender} child?,How long has the symptom_433 been present?; Has it worsened recently?,Diagnosis_433_A; Diagnosis_433_B,medium,"Standard care for symptom_433 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_433, likely diagnosed with Diagnosis_433_A?"
symptom_434,What details can you share about symptom_434 in a {child_age} year old {gender} child?,How long has the symptom_434 been present?; Has it worsened recently?,Diagnosis_434_A; Diagnosis_434_B,medium,"Standard care for symptom_434 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_434, likely diagnosed with Diagnosis_434_A?"
symptom_435,What details can you share about symptom_435 in a {child_age} year old {gender} child?,How long has the symptom_435 been present?; Has it worsened recently?,Diagnosis_435_A; Diagnosis_435_B,medium,"Standard care for symptom_435 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_435, likely diagnosed with Diagnosis_435_A?"
symptom_436,What details can you share about symptom_436 in a {child_age} year old {gender} child?,How long has the symptom_436 been present?; Has it worsened recently?,Diagnosis_436_A; Diagnosis_436_B,medium,"Standard care for symptom_436 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_436, likely diagnosed with Diagnosis_436_A?"
symptom_437,What details can you share about symptom_437 in a {child_age} year old {gender} child?,How long has the symptom_437 been present?; Has it worsened recently?,Diagnosis_437_A; Diagnosis_437_B,medium,"Standard care for symptom_437 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_437, likely diagnosed with Diagnosis_437_A?"
symptom_438,What details can you share about symptom_438 in a {child_age} year old {gender} child?,How long has the symptom_438 been present?; Has it worsened recently?,Diagnosis_438_A; Diagnosis_438_B,medium,"Standard care for symptom_438 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_438, likely diagnosed with Diagnosis_438_A?"
symptom_439,What details can you share about symptom_439 in a {child_age} year old {gender} child?,How long has the symptom_439 been present?; Has it worsened recently?,Diagnosis_439_A; Diagnosis_439_B,medium,"Standard care for symptom_439 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_439, likely diagnosed with Diagnosis_439_A?"
symptom_440,What details can you share about symptom_440 in a {child_age} year old {gender} child?,How long has the symptom_440 been present?; Has it worsened recently?,Diagnosis_440_A; Diagnosis_440_B,medium,"Standard care for symptom_440 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_440, likely diagnosed with Diagnosis_440_A?"
symptom_441,What details can you share about symptom_441 in a {child_age} year old {gender} child?,How long has the symptom_441 been present?; Has it worsened recently?,Diagnosis_441_A; Diagnosis_441_B,medium,"Standard care for symptom_441 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_441, likely diagnosed with Diagnosis_441_A?"
symptom_442,What details can you share about symptom_442 in a {child_age} year old {gender} child?,How long has the symptom_442 been present?; Has it worsened recently?,Diagnosis_442_A; Diagnosis_442_B,medium,"Standard care for symptom_442 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_442, likely diagnosed with Diagnosis_442_A?"
symptom_443,What details can you share about symptom_443 in a {child_age} year old {gender} child?,How long has the symptom_443 been present?; Has it worsened recently?,Diagnosis_443_A; Diagnosis_443_B,medium,"Standard care for symptom_443 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_443, likely diagnosed with Diagnosis_443_A?"
symptom_444,What details can you share about symptom_444 in a {child_age} year old {gender} child?,How long has the symptom_444 been present?; Has it worsened recently?,Diagnosis_444_A; Diagnosis_444_B,medium,"Standard care for symptom_444 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_444, likely diagnosed with Diagnosis_444_A?"
symptom_445,What details can you share about symptom_445 in a {child_age} year old {gender} child?,How long has the symptom_445 been present?; Has it worsened recently?,Diagnosis_445_A; Diagnosis_445_B,medium,"Standard care for symptom_445 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_445, likely diagnosed with Diagnosis_445_A?"
symptom_446,What details can you share about symptom_446 in a {child_age} year old {gender} child?,How long has the symptom_446 been present?; Has it worsened recently?,Diagnosis_446_A; Diagnosis_446_B,medium,"Standard care for symptom_446 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_446, likely diagnosed with Diagnosis_446_A?"
symptom_447,What details can you share about symptom_447 in a {child_age} year old {gender} child?,How long has the symptom_447 been present?; Has it worsened recently?,Diagnosis_447_A; Diagnosis_447_B,medium,"Standard care for symptom_447 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_447, likely diagnosed with Diagnosis_447_A?"
symptom_448,What details can you share about symptom_448 in a {child_age} year old {gender} child?,How long has the symptom_448 been present?; Has it worsened recently?,Diagnosis_448_A; Diagnosis_448_B,medium,"Standard care for symptom_448 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_448, likely diagnosed with Diagnosis_448_A?"
symptom_449,What details can you share about symptom_449 in a {child_age} year old {gender} child?,How long has the symptom_449 been present?; Has it worsened recently?,Diagnosis_449_A; Diagnosis_449_B,medium,"Standard care for symptom_449 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_449, likely diagnosed with Diagnosis_449_A?"
symptom_450,What details can you share about symptom_450 in a {child_age} year old {gender} child?,How long has the symptom_450 been present?; Has it worsened recently?,Diagnosis_450_A; Diagnosis_450_B,medium,"Standard care for symptom_450 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_450, likely diagnosed with Diagnosis_450_A?"
symptom_451,What details can you share about symptom_451 in a {child_age} year old {gender} child?,How long has the symptom_451 been present?; Has it worsened recently?,Diagnosis_451_A; Diagnosis_451_B,medium,"Standard care for symptom_451 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_451, likely diagnosed with Diagnosis_451_A?"
symptom_452,What details can you share about symptom_452 in a {child_age} year old {gender} child?,How long has the symptom_452 been present?; Has it worsened recently?,Diagnosis_452_A; Diagnosis_452_B,medium,"Standard care for symptom_452 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_452, likely diagnosed with Diagnosis_452_A?"
symptom_453,What details can you share about symptom_453 in a {child_age} year old {gender} child?,How long has the symptom_453 been present?; Has it worsened recently?,Diagnosis_453_A; Diagnosis_453_B,medium,"Standard care for symptom_453 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_453, likely diagnosed with Diagnosis_453_A?"
symptom_454,What details can you share about symptom_454 in a {child_age} year old {gender} child?,How long has the symptom_454 been present?; Has it worsened recently?,Diagnosis_454_A; Diagnosis_454_B,medium,"Standard care for symptom_454 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_454, likely diagnosed with Diagnosis_454_A?"
symptom_455,What details can you share about symptom_455 in a {child_age} year old {gender} child?,How long has the symptom_455 been present?; Has it worsened recently?,Diagnosis_455_A; Diagnosis_455_B,medium,"Standard care for symptom_455 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_455, likely diagnosed with Diagnosis_455_A?"
symptom_456,What details can you share about symptom_456 in a {child_age} year old {gender} child?,How long has the symptom_456 been present?; Has it worsened recently?,Diagnosis_456_A; Diagnosis_456_B,medium,"Standard care for symptom_456 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_456, likely diagnosed with Diagnosis_456_A?"
symptom_457,What details can you share about symptom_457 in a {child_age} year old {gender} child?,How long has the symptom_457 been present?; Has it worsened recently?,Diagnosis_457_A; Diagnosis_457_B,medium,"Standard care for symptom_457 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_457, likely diagnosed with Diagnosis_457_A?"
symptom_458,What details can you share about symptom_458 in a {child_age} year old {gender} child?,How long has the symptom_458 been present?; Has it worsened recently?,Diagnosis_458_A; Diagnosis_458_B,medium,"Standard care for symptom_458 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_458, likely diagnosed with Diagnosis_458_A?"
symptom_459,What details can you share about symptom_459 in a {child_age} year old {gender} child?,How long has the symptom_459 been present?; Has it worsened recently?,Diagnosis_459_A; Diagnosis_459_B,medium,"Standard care for symptom_459 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_459, likely diagnosed with Diagnosis_459_A?"
symptom_460,What details can you share about symptom_460 in a {child_age} year old {gender} child?,How long has the symptom_460 been present?; Has it worsened recently?,Diagnosis_460_A; Diagnosis_460_B,medium,"Standard care for symptom_460 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_460, likely diagnosed with Diagnosis_460_A?"
symptom_461,What details can you share about symptom_461 in a {child_age} year old {gender} child?,How long has the symptom_461 been present?; Has it worsened recently?,Diagnosis_461_A; Diagnosis_461_B,medium,"Standard care for symptom_461 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_461, likely diagnosed with Diagnosis_461_A?"
symptom_462,What details can you share about symptom_462 in a {child_age} year old {gender} child?,How long has the symptom_462 been present?; Has it worsened recently?,Diagnosis_462_A; Diagnosis_462_B,medium,"Standard care for symptom_462 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_462, likely diagnosed with Diagnosis_462_A?"
symptom_463,What details can you share about symptom_463 in a {child_age} year old {gender} child?,How long has the symptom_463 been present?; Has it worsened recently?,Diagnosis_463_A; Diagnosis_463_B,medium,"Standard care for symptom_463 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_463, likely diagnosed with Diagnosis_463_A?"
symptom_464,What details can you share about symptom_464 in a {child_age} year old {gender} child?,How long has the symptom_464 been present?; Has it worsened recently?,Diagnosis_464_A; Diagnosis_464_B,medium,"Standard care for symptom_464 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_464, likely diagnosed with Diagnosis_464_A?"
symptom_465,What details can you share about symptom_465 in a {child_age} year old {gender} child?,How long has the symptom_465 been present?; Has it worsened recently?,Diagnosis_465_A; Diagnosis_465_B,medium,"Standard care for symptom_465 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_465, likely diagnosed with Diagnosis_465_A?"
symptom_466,What details can you share about symptom_466 in a {child_age} year old {gender} child?,How long has the symptom_466 been present?; Has it worsened recently?,Diagnosis_466_A; Diagnosis_466_B,medium,"Standard care for symptom_466 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_466, likely diagnosed with Diagnosis_466_A?"
symptom_467,What details can you share about symptom_467 in a {child_age} year old {gender} child?,How long has the symptom_467 been present?; Has it worsened recently?,Diagnosis_467_A; Diagnosis_467_B,medium,"Standard care for symptom_467 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_467, likely diagnosed with Diagnosis_467_A?"
symptom_468,What details can you share about symptom_468 in a {child_age} year old {gender} child?,How long has the symptom_468 been present?; Has it worsened recently?,Diagnosis_468_A; Diagnosis_468_B,medium,"Standard care for symptom_468 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_468, likely diagnosed with Diagnosis_468_A?"
symptom_469,What details can you share about symptom_469 in a {child_age} year old {gender} child?,How long has the symptom_469 been present?; Has it worsened recently?,Diagnosis_469_A; Diagnosis_469_B,medium,"Standard care for symptom_469 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_469, likely diagnosed with Diagnosis_469_A?"
symptom_470,What details can you share about symptom_470 in a {child_age} year old {gender} child?,How long has the symptom_470 been present?; Has it worsened recently?,Diagnosis_470_A; Diagnosis_470_B,medium,"Standard care for symptom_470 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_470, likely diagnosed with Diagnosis_470_A?"
symptom_471,What details can you share about symptom_471 in a {child_age} year old {gender} child?,How long has the symptom_471 been present?; Has it worsened recently?,Diagnosis_471_A; Diagnosis_471_B,medium,"Standard care for symptom_471 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_471, likely diagnosed with Diagnosis_471_A?"
symptom_472,What details can you share about symptom_472 in a {child_age} year old {gender} child?,How long has the symptom_472 been present?; Has it worsened recently?,Diagnosis_472_A; Diagnosis_472_B,medium,"Standard care for symptom_472 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_472, likely diagnosed with Diagnosis_472_A?"
symptom_473,What details can you share about symptom_473 in a {child_age} year old {gender} child?,How long has the symptom_473 been present?; Has it worsened recently?,Diagnosis_473_A; Diagnosis_473_B,medium,"Standard care for symptom_473 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_473, likely diagnosed with Diagnosis_473_A?"
symptom_474,What details can you share about symptom_474 in a {child_age} year old {gender} child?,How long has the symptom_474 been present?; Has it worsened recently?,Diagnosis_474_A; Diagnosis_474_B,medium,"Standard care for symptom_474 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_474, likely diagnosed with Diagnosis_474_A?"
symptom_475,What details can you share about symptom_475 in a {child_age} year old {gender} child?,How long has the symptom_475 been present?; Has it worsened recently?,Diagnosis_475_A; Diagnosis_475_B,medium,"Standard care for symptom_475 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_475, likely diagnosed with Diagnosis_475_A?"
symptom_476,What details can you share about symptom_476 in a {child_age} year old {gender} child?,How long has the symptom_476 been present?; Has it worsened recently?,Diagnosis_476_A; Diagnosis_476_B,medium,"Standard care for symptom_476 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_476, likely diagnosed with Diagnosis_476_A?"
symptom_477,What details can you share about symptom_477 in a {child_age} year old {gender} child?,How long has the symptom_477 been present?; Has it worsened recently?,Diagnosis_477_A; Diagnosis_477_B,medium,"Standard care for symptom_477 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_477, likely diagnosed with Diagnosis_477_A?"
symptom_478,What details can you share about symptom_478 in a {child_age} year old {gender} child?,How long has the symptom_478 been present?; Has it worsened recently?,Diagnosis_478_A; Diagnosis_478_B,medium,"Standard care for symptom_478 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_478, likely diagnosed with Diagnosis_478_A?"
symptom_479,What details can you share about symptom_479 in a {child_age} year old {gender} child?,How long has the symptom_479 been present?; Has it worsened recently?,Diagnosis_479_A; Diagnosis_479_B,medium,"Standard care for symptom_479 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_479, likely diagnosed with Diagnosis_479_A?"
symptom_480,What details can you share about symptom_480 in a {child_age} year old {gender} child?,How long has the symptom_480 been present?; Has it worsened recently?,Diagnosis_480_A; Diagnosis_480_B,medium,"Standard care for symptom_480 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_480, likely diagnosed with Diagnosis_480_A?"
symptom_481,What details can you share about symptom_481 in a {child_age} year old {gender} child?,How long has the symptom_481 been present?; Has it worsened recently?,Diagnosis_481_A; Diagnosis_481_B,medium,"Standard care for symptom_481 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_481, likely diagnosed with Diagnosis_481_A?"
symptom_482,What details can you share about symptom_482 in a {child_age} year old {gender} child?,How long has the symptom_482 been present?; Has it worsened recently?,Diagnosis_482_A; Diagnosis_482_B,medium,"Standard care for symptom_482 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_482, likely diagnosed with Diagnosis_482_A?"
symptom_483,What details can you share about symptom_483 in a {child_age} year old {gender} child?,How long has the symptom_483 been present?; Has it worsened recently?,Diagnosis_483_A; Diagnosis_483_B,medium,"Standard care for symptom_483 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_483, likely diagnosed with Diagnosis_483_A?"
symptom_484,What details can you share about symptom_484 in a {child_age} year old {gender} child?,How long has the symptom_484 been present?; Has it worsened recently?,Diagnosis_484_A; Diagnosis_484_B,medium,"Standard care for symptom_484 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_484, likely diagnosed with Diagnosis_484_A?"
symptom_485,What details can you share about symptom_485 in a {child_age} year old {gender} child?,How long has the symptom_485 been present?; Has it worsened recently?,Diagnosis_485_A; Diagnosis_485_B,medium,"Standard care for symptom_485 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_485, likely diagnosed with Diagnosis_485_A?"
symptom_486,What details can you share about symptom_486 in a {child_age} year old {gender} child?,How long has the symptom_486 been present?; Has it worsened recently?,Diagnosis_486_A; Diagnosis_486_B,medium,"Standard care for symptom_486 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_486, likely diagnosed with Diagnosis_486_A?"
symptom_487,What details can you share about symptom_487 in a {child_age} year old {gender} child?,How long has the symptom_487 been present?; Has it worsened recently?,Diagnosis_487_A; Diagnosis_487_B,medium,"Standard care for symptom_487 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_487, likely diagnosed with Diagnosis_487_A?"
symptom_488,What details can you share about symptom_488 in a {child_age} year old {gender} child?,How long has the symptom_488 been present?; Has it worsened recently?,Diagnosis_488_A; Diagnosis_488_B,medium,"Standard care for symptom_488 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_488, likely diagnosed with Diagnosis_488_A?"
symptom_489,What details can you share about symptom_489 in a {child_age} year old {gender} child?,How long has the symptom_489 been present?; Has it worsened recently?,Diagnosis_489_A; Diagnosis_489_B,medium,"Standard care for symptom_489 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_489, likely diagnosed with Diagnosis_489_A?"
symptom_490,What details can you share about symptom_490 in a {child_age} year old {gender} child?,How long has the symptom_490 been present?; Has it worsened recently?,Diagnosis_490_A; Diagnosis_490_B,medium,"Standard care for symptom_490 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_490, likely diagnosed with Diagnosis_490_A?"
symptom_491,What details can you share about symptom_491 in a {child_age} year old {gender} child?,How long has the symptom_491 been present?; Has it worsened recently?,Diagnosis_491_A; Diagnosis_491_B,medium,"Standard care for symptom_491 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_491, likely diagnosed with Diagnosis_491_A?"
symptom_492,What details can you share about symptom_492 in a {child_age} year old {gender} child?,How long has the symptom_492 been present?; Has it worsened recently?,Diagnosis_492_A; Diagnosis_492_B,medium,"Standard care for symptom_492 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_492, likely diagnosed with Diagnosis_492_A?"
symptom_493,What details can you share about symptom_493 in a {child_age} year old {gender} child?,How long has the symptom_493 been present?; Has it worsened recently?,Diagnosis_493_A; Diagnosis_493_B,medium,"Standard care for symptom_493 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_493, likely diagnosed with Diagnosis_493_A?"
symptom_494,What details can you share about symptom_494 in a {child_age} year old {gender} child?,How long has the symptom_494 been present?; Has it worsened recently?,Diagnosis_494_A; Diagnosis_494_B,medium,"Standard care for symptom_494 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_494, likely diagnosed with Diagnosis_494_A?"
symptom_495,What details can you share about symptom_495 in a {child_age} year old {gender} child?,How long has the symptom_495 been present?; Has it worsened recently?,Diagnosis_495_A; Diagnosis_495_B,medium,"Standard care for symptom_495 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_495, likely diagnosed with Diagnosis_495_A?"
symptom_496,What details can you share about symptom_496 in a {child_age} year old {gender} child?,How long has the symptom_496 been present?; Has it worsened recently?,Diagnosis_496_A; Diagnosis_496_B,medium,"Standard care for symptom_496 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_496, likely diagnosed with Diagnosis_496_A?"
symptom_497,What details can you share about symptom_497 in a {child_age} year old {gender} child?,How long has the symptom_497 been present?; Has it worsened recently?,Diagnosis_497_A; Diagnosis_497_B,medium,"Standard care for symptom_497 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_497, likely diagnosed with Diagnosis_497_A?"
symptom_498,What details can you share about symptom_498 in a {child_age} year old {gender} child?,How long has the symptom_498 been present?; Has it worsened recently?,Diagnosis_498_A; Diagnosis_498_B,medium,"Standard care for symptom_498 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_498, likely diagnosed with Diagnosis_498_A?"
symptom_499,What details can you share about symptom_499 in a {child_age} year old {gender} child?,How long has the symptom_499 been present?; Has it worsened recently?,Diagnosis_499_A; Diagnosis_499_B,medium,"Standard care for symptom_499 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_499, likely diagnosed with Diagnosis_499_A?"
symptom_500,What details can you share about symptom_500 in a {child_age} year old {gender} child?,How long has the symptom_500 been present?; Has it worsened recently?,Diagnosis_500_A; Diagnosis_500_B,medium,"Standard care for symptom_500 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_500, likely diagnosed with Diagnosis_500_A?"
symptom_501,What details can you share about symptom_501 in a {child_age} year old {gender} child?,How long has the symptom_501 been present?; Has it worsened recently?,Diagnosis_501_A; Diagnosis_501_B,medium,"Standard care for symptom_501 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_501, likely diagnosed with Diagnosis_501_A?"
symptom_502,What details can you share about symptom_502 in a {child_age} year old {gender} child?,How long has the symptom_502 been present?; Has it worsened recently?,Diagnosis_502_A; Diagnosis_502_B,medium,"Standard care for symptom_502 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_502, likely diagnosed with Diagnosis_502_A?"
symptom_503,What details can you share about symptom_503 in a {child_age} year old {gender} child?,How long has the symptom_503 been present?; Has it worsened recently?,Diagnosis_503_A; Diagnosis_503_B,medium,"Standard care for symptom_503 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_503, likely diagnosed with Diagnosis_503_A?"
symptom_504,What details can you share about symptom_504 in a {child_age} year old {gender} child?,How long has the symptom_504 been present?; Has it worsened recently?,Diagnosis_504_A; Diagnosis_504_B,medium,"Standard care for symptom_504 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_504, likely diagnosed with Diagnosis_504_A?"
symptom_505,What details can you share about symptom_505 in a {child_age} year old {gender} child?,How long has the symptom_505 been present?; Has it worsened recently?,Diagnosis_505_A; Diagnosis_505_B,medium,"Standard care for symptom_505 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_505, likely diagnosed with Diagnosis_505_A?"
symptom_506,What details can you share about symptom_506 in a {child_age} year old {gender} child?,How long has the symptom_506 been present?; Has it worsened recently?,Diagnosis_506_A; Diagnosis_506_B,medium,"Standard care for symptom_506 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_506, likely diagnosed with Diagnosis_506_A?"
symptom_507,What details can you share about symptom_507 in a {child_age} year old {gender} child?,How long has the symptom_507 been present?; Has it worsened recently?,Diagnosis_507_A; Diagnosis_507_B,medium,"Standard care for symptom_507 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_507, likely diagnosed with Diagnosis_507_A?"
symptom_508,What details can you share about symptom_508 in a {child_age} year old {gender} child?,How long has the symptom_508 been present?; Has it worsened recently?,Diagnosis_508_A; Diagnosis_508_B,medium,"Standard care for symptom_508 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_508, likely diagnosed with Diagnosis_508_A?"
