Symptom,Prompt Template,Follow-Up Questions,Likely Diagnosis,Urgency Level,Suggested Treatment,Treatment Questions
symptom_562,What details can you share about symptom_562 in a {child_age} year old {gender} child?,How long has the symptom_562 been present?; Has it worsened recently?,Diagnosis_562_A; Diagnosis_562_B,medium,"Standard care for symptom_562 includes hydration, rest, and observation.",What are the best treatment options for symptom_562?; When should a doctor be consulted for symptom_562?
symptom_563,What details can you share about symptom_563 in a {child_age} year old {gender} child?,How long has the symptom_563 been present?; Has it worsened recently?,Diagnosis_563_A; Diagnosis_563_B,medium,"Standard care for symptom_563 includes hydration, rest, and observation.",What are the best treatment options for symptom_563?; When should a doctor be consulted for symptom_563?
symptom_564,What details can you share about symptom_564 in a {child_age} year old {gender} child?,How long has the symptom_564 been present?; Has it worsened recently?,Diagnosis_564_A; Diagnosis_564_B,medium,"Standard care for symptom_564 includes hydration, rest, and observation.",What are the best treatment options for symptom_564?; When should a doctor be consulted for symptom_564?
symptom_565,What details can you share about symptom_565 in a {child_age} year old {gender} child?,How long has the symptom_565 been present?; Has it worsened recently?,Diagnosis_565_A; Diagnosis_565_B,medium,"Standard care for symptom_565 includes hydration, rest, and observation.",What are the best treatment options for symptom_565?; When should a doctor be consulted for symptom_565?
symptom_566,What details can you share about symptom_566 in a {child_age} year old {gender} child?,How long has the symptom_566 been present?; Has it worsened recently?,Diagnosis_566_A; Diagnosis_566_B,medium,"Standard care for symptom_566 includes hydration, rest, and observation.",What are the best treatment options for symptom_566?; When should a doctor be consulted for symptom_566?
symptom_567,What details can you share about symptom_567 in a {child_age} year old {gender} child?,How long has the symptom_567 been present?; Has it worsened recently?,Diagnosis_567_A; Diagnosis_567_B,medium,"Standard care for symptom_567 includes hydration, rest, and observation.",What are the best treatment options for symptom_567?; When should a doctor be consulted for symptom_567?
symptom_568,What details can you share about symptom_568 in a {child_age} year old {gender} child?,How long has the symptom_568 been present?; Has it worsened recently?,Diagnosis_568_A; Diagnosis_568_B,medium,"Standard care for symptom_568 includes hydration, rest, and observation.",What are the best treatment options for symptom_568?; When should a doctor be consulted for symptom_568?
symptom_569,What details can you share about symptom_569 in a {child_age} year old {gender} child?,How long has the symptom_569 been present?; Has it worsened recently?,Diagnosis_569_A; Diagnosis_569_B,medium,"Standard care for symptom_569 includes hydration, rest, and observation.",What are the best treatment options for symptom_569?; When should a doctor be consulted for symptom_569?
symptom_570,What details can you share about symptom_570 in a {child_age} year old {gender} child?,How long has the symptom_570 been present?; Has it worsened recently?,Diagnosis_570_A; Diagnosis_570_B,medium,"Standard care for symptom_570 includes hydration, rest, and observation.",What are the best treatment options for symptom_570?; When should a doctor be consulted for symptom_570?
symptom_571,What details can you share about symptom_571 in a {child_age} year old {gender} child?,How long has the symptom_571 been present?; Has it worsened recently?,Diagnosis_571_A; Diagnosis_571_B,medium,"Standard care for symptom_571 includes hydration, rest, and observation.",What are the best treatment options for symptom_571?; When should a doctor be consulted for symptom_571?
symptom_572,What details can you share about symptom_572 in a {child_age} year old {gender} child?,How long has the symptom_572 been present?; Has it worsened recently?,Diagnosis_572_A; Diagnosis_572_B,medium,"Standard care for symptom_572 includes hydration, rest, and observation.",What are the best treatment options for symptom_572?; When should a doctor be consulted for symptom_572?
symptom_573,What details can you share about symptom_573 in a {child_age} year old {gender} child?,How long has the symptom_573 been present?; Has it worsened recently?,Diagnosis_573_A; Diagnosis_573_B,medium,"Standard care for symptom_573 includes hydration, rest, and observation.",What are the best treatment options for symptom_573?; When should a doctor be consulted for symptom_573?
symptom_574,What details can you share about symptom_574 in a {child_age} year old {gender} child?,How long has the symptom_574 been present?; Has it worsened recently?,Diagnosis_574_A; Diagnosis_574_B,medium,"Standard care for symptom_574 includes hydration, rest, and observation.",What are the best treatment options for symptom_574?; When should a doctor be consulted for symptom_574?
symptom_575,What details can you share about symptom_575 in a {child_age} year old {gender} child?,How long has the symptom_575 been present?; Has it worsened recently?,Diagnosis_575_A; Diagnosis_575_B,medium,"Standard care for symptom_575 includes hydration, rest, and observation.",What are the best treatment options for symptom_575?; When should a doctor be consulted for symptom_575?
symptom_576,What details can you share about symptom_576 in a {child_age} year old {gender} child?,How long has the symptom_576 been present?; Has it worsened recently?,Diagnosis_576_A; Diagnosis_576_B,medium,"Standard care for symptom_576 includes hydration, rest, and observation.",What are the best treatment options for symptom_576?; When should a doctor be consulted for symptom_576?
symptom_577,What details can you share about symptom_577 in a {child_age} year old {gender} child?,How long has the symptom_577 been present?; Has it worsened recently?,Diagnosis_577_A; Diagnosis_577_B,medium,"Standard care for symptom_577 includes hydration, rest, and observation.",What are the best treatment options for symptom_577?; When should a doctor be consulted for symptom_577?
symptom_578,What details can you share about symptom_578 in a {child_age} year old {gender} child?,How long has the symptom_578 been present?; Has it worsened recently?,Diagnosis_578_A; Diagnosis_578_B,medium,"Standard care for symptom_578 includes hydration, rest, and observation.",What are the best treatment options for symptom_578?; When should a doctor be consulted for symptom_578?
symptom_579,What details can you share about symptom_579 in a {child_age} year old {gender} child?,How long has the symptom_579 been present?; Has it worsened recently?,Diagnosis_579_A; Diagnosis_579_B,medium,"Standard care for symptom_579 includes hydration, rest, and observation.",What are the best treatment options for symptom_579?; When should a doctor be consulted for symptom_579?
symptom_580,What details can you share about symptom_580 in a {child_age} year old {gender} child?,How long has the symptom_580 been present?; Has it worsened recently?,Diagnosis_580_A; Diagnosis_580_B,medium,"Standard care for symptom_580 includes hydration, rest, and observation.",What are the best treatment options for symptom_580?; When should a doctor be consulted for symptom_580?
symptom_581,What details can you share about symptom_581 in a {child_age} year old {gender} child?,How long has the symptom_581 been present?; Has it worsened recently?,Diagnosis_581_A; Diagnosis_581_B,medium,"Standard care for symptom_581 includes hydration, rest, and observation.",What are the best treatment options for symptom_581?; When should a doctor be consulted for symptom_581?
symptom_582,What details can you share about symptom_582 in a {child_age} year old {gender} child?,How long has the symptom_582 been present?; Has it worsened recently?,Diagnosis_582_A; Diagnosis_582_B,medium,"Standard care for symptom_582 includes hydration, rest, and observation.",What are the best treatment options for symptom_582?; When should a doctor be consulted for symptom_582?
symptom_583,What details can you share about symptom_583 in a {child_age} year old {gender} child?,How long has the symptom_583 been present?; Has it worsened recently?,Diagnosis_583_A; Diagnosis_583_B,medium,"Standard care for symptom_583 includes hydration, rest, and observation.",What are the best treatment options for symptom_583?; When should a doctor be consulted for symptom_583?
symptom_584,What details can you share about symptom_584 in a {child_age} year old {gender} child?,How long has the symptom_584 been present?; Has it worsened recently?,Diagnosis_584_A; Diagnosis_584_B,medium,"Standard care for symptom_584 includes hydration, rest, and observation.",What are the best treatment options for symptom_584?; When should a doctor be consulted for symptom_584?
symptom_585,What details can you share about symptom_585 in a {child_age} year old {gender} child?,How long has the symptom_585 been present?; Has it worsened recently?,Diagnosis_585_A; Diagnosis_585_B,medium,"Standard care for symptom_585 includes hydration, rest, and observation.",What are the best treatment options for symptom_585?; When should a doctor be consulted for symptom_585?
symptom_586,What details can you share about symptom_586 in a {child_age} year old {gender} child?,How long has the symptom_586 been present?; Has it worsened recently?,Diagnosis_586_A; Diagnosis_586_B,medium,"Standard care for symptom_586 includes hydration, rest, and observation.",What are the best treatment options for symptom_586?; When should a doctor be consulted for symptom_586?
symptom_587,What details can you share about symptom_587 in a {child_age} year old {gender} child?,How long has the symptom_587 been present?; Has it worsened recently?,Diagnosis_587_A; Diagnosis_587_B,medium,"Standard care for symptom_587 includes hydration, rest, and observation.",What are the best treatment options for symptom_587?; When should a doctor be consulted for symptom_587?
symptom_588,What details can you share about symptom_588 in a {child_age} year old {gender} child?,How long has the symptom_588 been present?; Has it worsened recently?,Diagnosis_588_A; Diagnosis_588_B,medium,"Standard care for symptom_588 includes hydration, rest, and observation.",What are the best treatment options for symptom_588?; When should a doctor be consulted for symptom_588?
symptom_589,What details can you share about symptom_589 in a {child_age} year old {gender} child?,How long has the symptom_589 been present?; Has it worsened recently?,Diagnosis_589_A; Diagnosis_589_B,medium,"Standard care for symptom_589 includes hydration, rest, and observation.",What are the best treatment options for symptom_589?; When should a doctor be consulted for symptom_589?
symptom_590,What details can you share about symptom_590 in a {child_age} year old {gender} child?,How long has the symptom_590 been present?; Has it worsened recently?,Diagnosis_590_A; Diagnosis_590_B,medium,"Standard care for symptom_590 includes hydration, rest, and observation.",What are the best treatment options for symptom_590?; When should a doctor be consulted for symptom_590?
symptom_591,What details can you share about symptom_591 in a {child_age} year old {gender} child?,How long has the symptom_591 been present?; Has it worsened recently?,Diagnosis_591_A; Diagnosis_591_B,medium,"Standard care for symptom_591 includes hydration, rest, and observation.",What are the best treatment options for symptom_591?; When should a doctor be consulted for symptom_591?
symptom_592,What details can you share about symptom_592 in a {child_age} year old {gender} child?,How long has the symptom_592 been present?; Has it worsened recently?,Diagnosis_592_A; Diagnosis_592_B,medium,"Standard care for symptom_592 includes hydration, rest, and observation.",What are the best treatment options for symptom_592?; When should a doctor be consulted for symptom_592?
symptom_593,What details can you share about symptom_593 in a {child_age} year old {gender} child?,How long has the symptom_593 been present?; Has it worsened recently?,Diagnosis_593_A; Diagnosis_593_B,medium,"Standard care for symptom_593 includes hydration, rest, and observation.",What are the best treatment options for symptom_593?; When should a doctor be consulted for symptom_593?
symptom_594,What details can you share about symptom_594 in a {child_age} year old {gender} child?,How long has the symptom_594 been present?; Has it worsened recently?,Diagnosis_594_A; Diagnosis_594_B,medium,"Standard care for symptom_594 includes hydration, rest, and observation.",What are the best treatment options for symptom_594?; When should a doctor be consulted for symptom_594?
symptom_595,What details can you share about symptom_595 in a {child_age} year old {gender} child?,How long has the symptom_595 been present?; Has it worsened recently?,Diagnosis_595_A; Diagnosis_595_B,medium,"Standard care for symptom_595 includes hydration, rest, and observation.",What are the best treatment options for symptom_595?; When should a doctor be consulted for symptom_595?
symptom_596,What details can you share about symptom_596 in a {child_age} year old {gender} child?,How long has the symptom_596 been present?; Has it worsened recently?,Diagnosis_596_A; Diagnosis_596_B,medium,"Standard care for symptom_596 includes hydration, rest, and observation.",What are the best treatment options for symptom_596?; When should a doctor be consulted for symptom_596?
symptom_597,What details can you share about symptom_597 in a {child_age} year old {gender} child?,How long has the symptom_597 been present?; Has it worsened recently?,Diagnosis_597_A; Diagnosis_597_B,medium,"Standard care for symptom_597 includes hydration, rest, and observation.",What are the best treatment options for symptom_597?; When should a doctor be consulted for symptom_597?
symptom_598,What details can you share about symptom_598 in a {child_age} year old {gender} child?,How long has the symptom_598 been present?; Has it worsened recently?,Diagnosis_598_A; Diagnosis_598_B,medium,"Standard care for symptom_598 includes hydration, rest, and observation.",What are the best treatment options for symptom_598?; When should a doctor be consulted for symptom_598?
symptom_599,What details can you share about symptom_599 in a {child_age} year old {gender} child?,How long has the symptom_599 been present?; Has it worsened recently?,Diagnosis_599_A; Diagnosis_599_B,medium,"Standard care for symptom_599 includes hydration, rest, and observation.",What are the best treatment options for symptom_599?; When should a doctor be consulted for symptom_599?
symptom_600,What details can you share about symptom_600 in a {child_age} year old {gender} child?,How long has the symptom_600 been present?; Has it worsened recently?,Diagnosis_600_A; Diagnosis_600_B,medium,"Standard care for symptom_600 includes hydration, rest, and observation.",What are the best treatment options for symptom_600?; When should a doctor be consulted for symptom_600?
symptom_601,What details can you share about symptom_601 in a {child_age} year old {gender} child?,How long has the symptom_601 been present?; Has it worsened recently?,Diagnosis_601_A; Diagnosis_601_B,medium,"Standard care for symptom_601 includes hydration, rest, and observation.",What are the best treatment options for symptom_601?; When should a doctor be consulted for symptom_601?
symptom_602,What details can you share about symptom_602 in a {child_age} year old {gender} child?,How long has the symptom_602 been present?; Has it worsened recently?,Diagnosis_602_A; Diagnosis_602_B,medium,"Standard care for symptom_602 includes hydration, rest, and observation.",What are the best treatment options for symptom_602?; When should a doctor be consulted for symptom_602?
symptom_603,What details can you share about symptom_603 in a {child_age} year old {gender} child?,How long has the symptom_603 been present?; Has it worsened recently?,Diagnosis_603_A; Diagnosis_603_B,medium,"Standard care for symptom_603 includes hydration, rest, and observation.",What are the best treatment options for symptom_603?; When should a doctor be consulted for symptom_603?
symptom_604,What details can you share about symptom_604 in a {child_age} year old {gender} child?,How long has the symptom_604 been present?; Has it worsened recently?,Diagnosis_604_A; Diagnosis_604_B,medium,"Standard care for symptom_604 includes hydration, rest, and observation.",What are the best treatment options for symptom_604?; When should a doctor be consulted for symptom_604?
symptom_605,What details can you share about symptom_605 in a {child_age} year old {gender} child?,How long has the symptom_605 been present?; Has it worsened recently?,Diagnosis_605_A; Diagnosis_605_B,medium,"Standard care for symptom_605 includes hydration, rest, and observation.",What are the best treatment options for symptom_605?; When should a doctor be consulted for symptom_605?
symptom_606,What details can you share about symptom_606 in a {child_age} year old {gender} child?,How long has the symptom_606 been present?; Has it worsened recently?,Diagnosis_606_A; Diagnosis_606_B,medium,"Standard care for symptom_606 includes hydration, rest, and observation.",What are the best treatment options for symptom_606?; When should a doctor be consulted for symptom_606?
symptom_607,What details can you share about symptom_607 in a {child_age} year old {gender} child?,How long has the symptom_607 been present?; Has it worsened recently?,Diagnosis_607_A; Diagnosis_607_B,medium,"Standard care for symptom_607 includes hydration, rest, and observation.",What are the best treatment options for symptom_607?; When should a doctor be consulted for symptom_607?
symptom_608,What details can you share about symptom_608 in a {child_age} year old {gender} child?,How long has the symptom_608 been present?; Has it worsened recently?,Diagnosis_608_A; Diagnosis_608_B,medium,"Standard care for symptom_608 includes hydration, rest, and observation.",What are the best treatment options for symptom_608?; When should a doctor be consulted for symptom_608?
symptom_609,What details can you share about symptom_609 in a {child_age} year old {gender} child?,How long has the symptom_609 been present?; Has it worsened recently?,Diagnosis_609_A; Diagnosis_609_B,medium,"Standard care for symptom_609 includes hydration, rest, and observation.",What are the best treatment options for symptom_609?; When should a doctor be consulted for symptom_609?
symptom_610,What details can you share about symptom_610 in a {child_age} year old {gender} child?,How long has the symptom_610 been present?; Has it worsened recently?,Diagnosis_610_A; Diagnosis_610_B,medium,"Standard care for symptom_610 includes hydration, rest, and observation.",What are the best treatment options for symptom_610?; When should a doctor be consulted for symptom_610?
symptom_611,What details can you share about symptom_611 in a {child_age} year old {gender} child?,How long has the symptom_611 been present?; Has it worsened recently?,Diagnosis_611_A; Diagnosis_611_B,medium,"Standard care for symptom_611 includes hydration, rest, and observation.",What are the best treatment options for symptom_611?; When should a doctor be consulted for symptom_611?
symptom_612,What details can you share about symptom_612 in a {child_age} year old {gender} child?,How long has the symptom_612 been present?; Has it worsened recently?,Diagnosis_612_A; Diagnosis_612_B,medium,"Standard care for symptom_612 includes hydration, rest, and observation.",What are the best treatment options for symptom_612?; When should a doctor be consulted for symptom_612?
symptom_613,What details can you share about symptom_613 in a {child_age} year old {gender} child?,How long has the symptom_613 been present?; Has it worsened recently?,Diagnosis_613_A; Diagnosis_613_B,medium,"Standard care for symptom_613 includes hydration, rest, and observation.",What are the best treatment options for symptom_613?; When should a doctor be consulted for symptom_613?
symptom_614,What details can you share about symptom_614 in a {child_age} year old {gender} child?,How long has the symptom_614 been present?; Has it worsened recently?,Diagnosis_614_A; Diagnosis_614_B,medium,"Standard care for symptom_614 includes hydration, rest, and observation.",What are the best treatment options for symptom_614?; When should a doctor be consulted for symptom_614?
symptom_615,What details can you share about symptom_615 in a {child_age} year old {gender} child?,How long has the symptom_615 been present?; Has it worsened recently?,Diagnosis_615_A; Diagnosis_615_B,medium,"Standard care for symptom_615 includes hydration, rest, and observation.",What are the best treatment options for symptom_615?; When should a doctor be consulted for symptom_615?
symptom_616,What details can you share about symptom_616 in a {child_age} year old {gender} child?,How long has the symptom_616 been present?; Has it worsened recently?,Diagnosis_616_A; Diagnosis_616_B,medium,"Standard care for symptom_616 includes hydration, rest, and observation.",What are the best treatment options for symptom_616?; When should a doctor be consulted for symptom_616?
symptom_617,What details can you share about symptom_617 in a {child_age} year old {gender} child?,How long has the symptom_617 been present?; Has it worsened recently?,Diagnosis_617_A; Diagnosis_617_B,medium,"Standard care for symptom_617 includes hydration, rest, and observation.",What are the best treatment options for symptom_617?; When should a doctor be consulted for symptom_617?
symptom_618,What details can you share about symptom_618 in a {child_age} year old {gender} child?,How long has the symptom_618 been present?; Has it worsened recently?,Diagnosis_618_A; Diagnosis_618_B,medium,"Standard care for symptom_618 includes hydration, rest, and observation.",What are the best treatment options for symptom_618?; When should a doctor be consulted for symptom_618?
symptom_619,What details can you share about symptom_619 in a {child_age} year old {gender} child?,How long has the symptom_619 been present?; Has it worsened recently?,Diagnosis_619_A; Diagnosis_619_B,medium,"Standard care for symptom_619 includes hydration, rest, and observation.",What are the best treatment options for symptom_619?; When should a doctor be consulted for symptom_619?
symptom_620,What details can you share about symptom_620 in a {child_age} year old {gender} child?,How long has the symptom_620 been present?; Has it worsened recently?,Diagnosis_620_A; Diagnosis_620_B,medium,"Standard care for symptom_620 includes hydration, rest, and observation.",What are the best treatment options for symptom_620?; When should a doctor be consulted for symptom_620?
symptom_621,What details can you share about symptom_621 in a {child_age} year old {gender} child?,How long has the symptom_621 been present?; Has it worsened recently?,Diagnosis_621_A; Diagnosis_621_B,medium,"Standard care for symptom_621 includes hydration, rest, and observation.",What are the best treatment options for symptom_621?; When should a doctor be consulted for symptom_621?
symptom_622,What details can you share about symptom_622 in a {child_age} year old {gender} child?,How long has the symptom_622 been present?; Has it worsened recently?,Diagnosis_622_A; Diagnosis_622_B,medium,"Standard care for symptom_622 includes hydration, rest, and observation.",What are the best treatment options for symptom_622?; When should a doctor be consulted for symptom_622?
symptom_623,What details can you share about symptom_623 in a {child_age} year old {gender} child?,How long has the symptom_623 been present?; Has it worsened recently?,Diagnosis_623_A; Diagnosis_623_B,medium,"Standard care for symptom_623 includes hydration, rest, and observation.",What are the best treatment options for symptom_623?; When should a doctor be consulted for symptom_623?
symptom_624,What details can you share about symptom_624 in a {child_age} year old {gender} child?,How long has the symptom_624 been present?; Has it worsened recently?,Diagnosis_624_A; Diagnosis_624_B,medium,"Standard care for symptom_624 includes hydration, rest, and observation.",What are the best treatment options for symptom_624?; When should a doctor be consulted for symptom_624?
symptom_625,What details can you share about symptom_625 in a {child_age} year old {gender} child?,How long has the symptom_625 been present?; Has it worsened recently?,Diagnosis_625_A; Diagnosis_625_B,medium,"Standard care for symptom_625 includes hydration, rest, and observation.",What are the best treatment options for symptom_625?; When should a doctor be consulted for symptom_625?
symptom_626,What details can you share about symptom_626 in a {child_age} year old {gender} child?,How long has the symptom_626 been present?; Has it worsened recently?,Diagnosis_626_A; Diagnosis_626_B,medium,"Standard care for symptom_626 includes hydration, rest, and observation.",What are the best treatment options for symptom_626?; When should a doctor be consulted for symptom_626?
symptom_627,What details can you share about symptom_627 in a {child_age} year old {gender} child?,How long has the symptom_627 been present?; Has it worsened recently?,Diagnosis_627_A; Diagnosis_627_B,medium,"Standard care for symptom_627 includes hydration, rest, and observation.",What are the best treatment options for symptom_627?; When should a doctor be consulted for symptom_627?
symptom_628,What details can you share about symptom_628 in a {child_age} year old {gender} child?,How long has the symptom_628 been present?; Has it worsened recently?,Diagnosis_628_A; Diagnosis_628_B,medium,"Standard care for symptom_628 includes hydration, rest, and observation.",What are the best treatment options for symptom_628?; When should a doctor be consulted for symptom_628?
symptom_629,What details can you share about symptom_629 in a {child_age} year old {gender} child?,How long has the symptom_629 been present?; Has it worsened recently?,Diagnosis_629_A; Diagnosis_629_B,medium,"Standard care for symptom_629 includes hydration, rest, and observation.",What are the best treatment options for symptom_629?; When should a doctor be consulted for symptom_629?
symptom_630,What details can you share about symptom_630 in a {child_age} year old {gender} child?,How long has the symptom_630 been present?; Has it worsened recently?,Diagnosis_630_A; Diagnosis_630_B,medium,"Standard care for symptom_630 includes hydration, rest, and observation.",What are the best treatment options for symptom_630?; When should a doctor be consulted for symptom_630?
symptom_631,What details can you share about symptom_631 in a {child_age} year old {gender} child?,How long has the symptom_631 been present?; Has it worsened recently?,Diagnosis_631_A; Diagnosis_631_B,medium,"Standard care for symptom_631 includes hydration, rest, and observation.",What are the best treatment options for symptom_631?; When should a doctor be consulted for symptom_631?
symptom_632,What details can you share about symptom_632 in a {child_age} year old {gender} child?,How long has the symptom_632 been present?; Has it worsened recently?,Diagnosis_632_A; Diagnosis_632_B,medium,"Standard care for symptom_632 includes hydration, rest, and observation.",What are the best treatment options for symptom_632?; When should a doctor be consulted for symptom_632?
symptom_633,What details can you share about symptom_633 in a {child_age} year old {gender} child?,How long has the symptom_633 been present?; Has it worsened recently?,Diagnosis_633_A; Diagnosis_633_B,medium,"Standard care for symptom_633 includes hydration, rest, and observation.",What are the best treatment options for symptom_633?; When should a doctor be consulted for symptom_633?
symptom_634,What details can you share about symptom_634 in a {child_age} year old {gender} child?,How long has the symptom_634 been present?; Has it worsened recently?,Diagnosis_634_A; Diagnosis_634_B,medium,"Standard care for symptom_634 includes hydration, rest, and observation.",What are the best treatment options for symptom_634?; When should a doctor be consulted for symptom_634?
symptom_635,What details can you share about symptom_635 in a {child_age} year old {gender} child?,How long has the symptom_635 been present?; Has it worsened recently?,Diagnosis_635_A; Diagnosis_635_B,medium,"Standard care for symptom_635 includes hydration, rest, and observation.",What are the best treatment options for symptom_635?; When should a doctor be consulted for symptom_635?
symptom_636,What details can you share about symptom_636 in a {child_age} year old {gender} child?,How long has the symptom_636 been present?; Has it worsened recently?,Diagnosis_636_A; Diagnosis_636_B,medium,"Standard care for symptom_636 includes hydration, rest, and observation.",What are the best treatment options for symptom_636?; When should a doctor be consulted for symptom_636?
symptom_637,What details can you share about symptom_637 in a {child_age} year old {gender} child?,How long has the symptom_637 been present?; Has it worsened recently?,Diagnosis_637_A; Diagnosis_637_B,medium,"Standard care for symptom_637 includes hydration, rest, and observation.",What are the best treatment options for symptom_637?; When should a doctor be consulted for symptom_637?
symptom_638,What details can you share about symptom_638 in a {child_age} year old {gender} child?,How long has the symptom_638 been present?; Has it worsened recently?,Diagnosis_638_A; Diagnosis_638_B,medium,"Standard care for symptom_638 includes hydration, rest, and observation.",What are the best treatment options for symptom_638?; When should a doctor be consulted for symptom_638?
symptom_639,What details can you share about symptom_639 in a {child_age} year old {gender} child?,How long has the symptom_639 been present?; Has it worsened recently?,Diagnosis_639_A; Diagnosis_639_B,medium,"Standard care for symptom_639 includes hydration, rest, and observation.",What are the best treatment options for symptom_639?; When should a doctor be consulted for symptom_639?
symptom_640,What details can you share about symptom_640 in a {child_age} year old {gender} child?,How long has the symptom_640 been present?; Has it worsened recently?,Diagnosis_640_A; Diagnosis_640_B,medium,"Standard care for symptom_640 includes hydration, rest, and observation.",What are the best treatment options for symptom_640?; When should a doctor be consulted for symptom_640?
symptom_641,What details can you share about symptom_641 in a {child_age} year old {gender} child?,How long has the symptom_641 been present?; Has it worsened recently?,Diagnosis_641_A; Diagnosis_641_B,medium,"Standard care for symptom_641 includes hydration, rest, and observation.",What are the best treatment options for symptom_641?; When should a doctor be consulted for symptom_641?
symptom_642,What details can you share about symptom_642 in a {child_age} year old {gender} child?,How long has the symptom_642 been present?; Has it worsened recently?,Diagnosis_642_A; Diagnosis_642_B,medium,"Standard care for symptom_642 includes hydration, rest, and observation.",What are the best treatment options for symptom_642?; When should a doctor be consulted for symptom_642?
symptom_643,What details can you share about symptom_643 in a {child_age} year old {gender} child?,How long has the symptom_643 been present?; Has it worsened recently?,Diagnosis_643_A; Diagnosis_643_B,medium,"Standard care for symptom_643 includes hydration, rest, and observation.",What are the best treatment options for symptom_643?; When should a doctor be consulted for symptom_643?
symptom_644,What details can you share about symptom_644 in a {child_age} year old {gender} child?,How long has the symptom_644 been present?; Has it worsened recently?,Diagnosis_644_A; Diagnosis_644_B,medium,"Standard care for symptom_644 includes hydration, rest, and observation.",What are the best treatment options for symptom_644?; When should a doctor be consulted for symptom_644?
symptom_645,What details can you share about symptom_645 in a {child_age} year old {gender} child?,How long has the symptom_645 been present?; Has it worsened recently?,Diagnosis_645_A; Diagnosis_645_B,medium,"Standard care for symptom_645 includes hydration, rest, and observation.",What are the best treatment options for symptom_645?; When should a doctor be consulted for symptom_645?
symptom_646,What details can you share about symptom_646 in a {child_age} year old {gender} child?,How long has the symptom_646 been present?; Has it worsened recently?,Diagnosis_646_A; Diagnosis_646_B,medium,"Standard care for symptom_646 includes hydration, rest, and observation.",What are the best treatment options for symptom_646?; When should a doctor be consulted for symptom_646?
symptom_647,What details can you share about symptom_647 in a {child_age} year old {gender} child?,How long has the symptom_647 been present?; Has it worsened recently?,Diagnosis_647_A; Diagnosis_647_B,medium,"Standard care for symptom_647 includes hydration, rest, and observation.",What are the best treatment options for symptom_647?; When should a doctor be consulted for symptom_647?
symptom_648,What details can you share about symptom_648 in a {child_age} year old {gender} child?,How long has the symptom_648 been present?; Has it worsened recently?,Diagnosis_648_A; Diagnosis_648_B,medium,"Standard care for symptom_648 includes hydration, rest, and observation.",What are the best treatment options for symptom_648?; When should a doctor be consulted for symptom_648?
symptom_649,What details can you share about symptom_649 in a {child_age} year old {gender} child?,How long has the symptom_649 been present?; Has it worsened recently?,Diagnosis_649_A; Diagnosis_649_B,medium,"Standard care for symptom_649 includes hydration, rest, and observation.",What are the best treatment options for symptom_649?; When should a doctor be consulted for symptom_649?
symptom_650,What details can you share about symptom_650 in a {child_age} year old {gender} child?,How long has the symptom_650 been present?; Has it worsened recently?,Diagnosis_650_A; Diagnosis_650_B,medium,"Standard care for symptom_650 includes hydration, rest, and observation.",What are the best treatment options for symptom_650?; When should a doctor be consulted for symptom_650?
symptom_651,What details can you share about symptom_651 in a {child_age} year old {gender} child?,How long has the symptom_651 been present?; Has it worsened recently?,Diagnosis_651_A; Diagnosis_651_B,medium,"Standard care for symptom_651 includes hydration, rest, and observation.",What are the best treatment options for symptom_651?; When should a doctor be consulted for symptom_651?
symptom_652,What details can you share about symptom_652 in a {child_age} year old {gender} child?,How long has the symptom_652 been present?; Has it worsened recently?,Diagnosis_652_A; Diagnosis_652_B,medium,"Standard care for symptom_652 includes hydration, rest, and observation.",What are the best treatment options for symptom_652?; When should a doctor be consulted for symptom_652?
symptom_653,What details can you share about symptom_653 in a {child_age} year old {gender} child?,How long has the symptom_653 been present?; Has it worsened recently?,Diagnosis_653_A; Diagnosis_653_B,medium,"Standard care for symptom_653 includes hydration, rest, and observation.",What are the best treatment options for symptom_653?; When should a doctor be consulted for symptom_653?
symptom_654,What details can you share about symptom_654 in a {child_age} year old {gender} child?,How long has the symptom_654 been present?; Has it worsened recently?,Diagnosis_654_A; Diagnosis_654_B,medium,"Standard care for symptom_654 includes hydration, rest, and observation.",What are the best treatment options for symptom_654?; When should a doctor be consulted for symptom_654?
symptom_655,What details can you share about symptom_655 in a {child_age} year old {gender} child?,How long has the symptom_655 been present?; Has it worsened recently?,Diagnosis_655_A; Diagnosis_655_B,medium,"Standard care for symptom_655 includes hydration, rest, and observation.",What are the best treatment options for symptom_655?; When should a doctor be consulted for symptom_655?
symptom_656,What details can you share about symptom_656 in a {child_age} year old {gender} child?,How long has the symptom_656 been present?; Has it worsened recently?,Diagnosis_656_A; Diagnosis_656_B,medium,"Standard care for symptom_656 includes hydration, rest, and observation.",What are the best treatment options for symptom_656?; When should a doctor be consulted for symptom_656?
symptom_657,What details can you share about symptom_657 in a {child_age} year old {gender} child?,How long has the symptom_657 been present?; Has it worsened recently?,Diagnosis_657_A; Diagnosis_657_B,medium,"Standard care for symptom_657 includes hydration, rest, and observation.",What are the best treatment options for symptom_657?; When should a doctor be consulted for symptom_657?
symptom_658,What details can you share about symptom_658 in a {child_age} year old {gender} child?,How long has the symptom_658 been present?; Has it worsened recently?,Diagnosis_658_A; Diagnosis_658_B,medium,"Standard care for symptom_658 includes hydration, rest, and observation.",What are the best treatment options for symptom_658?; When should a doctor be consulted for symptom_658?
